sku,price,name,technical_description,material_code,customer_material_code,lead_time,brand,hsn,tax_percentage,moq,uom,customer_uom,url
,2700,"MAIN CONTACT KIT FOR 3TF47,63A","Short Description :
""MAIN CONTACT KIT FOR 3TF47,63A""
-
Part No.: 3TY 470-OYA
Make : SIEMENS",,0248A0257,28-42 Days,,8536,18.00%,1,EA,EA,
,896.7,MERLIN GERIN RCCB 40A - 2 POLE 30 MA,"Short Description :
MERLIN GERIN RCCB 40A - 2 POLE 30 MA
-
Part No.: 16204
Make : MERLIN GERIN",,0256A0259,28-42 Days,,8536,18.00%,1,EA,EA,
,237.699,ADD ON BLOCK FOR K RANGE CONTACTORS,"Short Description :
ADD ON BLOCK FOR K RANGE CONTACTORS
-
Part No.: LA1-KN22
Make : TELEMECHANIQUE",,0248A0102,28-42 Days,,8536,18.00%,1,EA,EA,
,3611,RESIDUAL CURRENT CIRCUIT BKR WITH O/L,"Short Description :
RESIDUAL CURRENT CIRCUIT BKR WITH O/L
===============================
Part No :
FAZ-4-B63-FIM 0.3
Make :
MOELLER
===============================
Additional Specification :
RESIDUAL CURRENT CIRCUIT BREAKER WITH OVER LOAD PROTECTION (RCBO) ELEC
TRONIC CIRCUIT 63 AMPS 4 POLE , SENSITIVITY- 300MA
SWITCHING CAPACITY -15KA",,0256A1312,28-42 Days,,8536,18.00%,1,EA,EA,
,2497.5,LT.SWITCH WITH STYLE-2 BACK PLATE & LEVE,"Short Description :
LT.SWITCH WITH STYLE-2 BACK PLATE & LEVER 25A,415V
Make : JAI BALAJI.",,0380A0056,28-42 Days,,8536,18.00%,1,EA,EA,
,4159.708,MOULDED CASE CIRCUIT BREAKER-35A-50A,"Short Description :
MOULDED CASE CIRCUIT BREAKER-35A-50A
-
Part No. : S2N160/FF/3P/R50
Make : ABB",,0255A0117,28-42 Days,,8536,18.00%,1,EA,EA,
,1683.64,3 POLE POWER MANUAL MOTOR STARTER-1.00A-,"Short Description :
3 POLE POWER MANUAL MOTOR STARTER-1.00A-1.63A
-
Part No. : MS325-1.63
Make : ABB",,0469A0055,28-42 Days,,8536,18.00%,1,EA,EA,
,428.26,"SIEMENS CONTACTOR,415VAC,3TF3010-OARO","Short Description :
SIEMENS CONTACTOR,415VAC,3TF3010-OARO
===============================
Part No :
3TF3010-OARO+3NO+2NC
Make :
SIEMENS
===============================
Additional Specification :
SIEMENS CONTACTOR,#0,10A,415VAC
3TF3010-OARO+2NOS 3TX4 010-2A+2NOS 3TX4 001-2A",,0244A0974,28-42 Days,,8536,18.00%,1,EA,EA,
,1610.14,3 POLE POWER MANUAL MOTOR STARTER-0.63A-,"Short Description :
3 POLE POWER MANUAL MOTOR STARTER-0.63A-1.00A
-
Part No. : MS325-1.00
Make : ABB",,0469A0054,28-42 Days,,8536,18.00%,1,EA,EA,
,855,POWER CONTACTOR,"Short Description :
POWER CONTACTOR
===============================
Part No :
3TF30-10-OB-M4
Make :
SIEMENS
===============================
Additional Specification :
POWER CONTACTOR,COIL VOLTAGE 250V DC,1NO",,0244A0888,28-42 Days,,8536,18.00%,1,EA,EA,
,682.423,CONTACTOR RELAY 2NO+2NC,"Short Description :
CONTACTOR RELAY 2NO+2NC
-
Part No.: KC22E-220VDC
Make : ABB",,0244A0173,28-42 Days,,8536,18.00%,1,EA,EA,
,2106.02,MPCB 11A TO 16,"Short Description :
MPCB 11A TO 16
Part No. : 3RV1021 4AA10
Make : """"SIEMENS AG , Germany""""""",,0256C0043,28-42 Days,,8536,18.00%,1,EA,EA,
,3804,"""MOTION DETECTOR,TIME RANGE:5 SEC-12 MIN","Short Description :
MOTION DETECTOR,TIME RANGE:5 SEC-12 MIN,10 AMP,230 VOLT.
-
Part No. : LU 101-46 DETECTOR
Make : THEBEN",,0853U0070,28-42 Days,,8536,18.00%,1,EA,EA,
,14.896,"DURACELL PLUS, AA SIZE, 1.5 V.","Short Description :
DURACELL PLUS, AA SIZE, 1.5 V.
===============================
Part No :
LR6, SIZE - AA
Make :
DURACELL PLUS
===============================
Additional Specification :
DURACELL PLUS, SIZE - AA, ALKALINE
1.5 VOLT, LR6.
MAKE - DURACELL PLUS",,0958A0848,28-42 Days,,8536,18.00%,1,EA,EA,
,2369.64,BASE UNIT AND COVER FOR LED,"Short Description :
BASE UNIT AND COVER FOR LED
===============================
Part No :
MODEL -XVB C21
Make :
TELEMECANIQUE FRANCE
===============================",,0345A0244,28-42 Days,,8506,18.00%,1,EA,EA,
,17.00937,NUTM24,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,24 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10
REFERENCE STD.:IS1364(PART 3)/ISO4032
NOMINAL DIAMETER:24 MM
PITCH: 3 MM
SURFACE FINISH: BLACK

This item is also compatible to IBF.",,0096A0144,21-28 Days,,7318,18.00%,1,EA,EA,
,15.4742,"""/HEX HEAD, HIGH TENSILE BOLT, 16MM, 60M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 60
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 60 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0011,21-28 Days,,7318,18.00%,1,EA,EA,
,0.6517,HEX NUT M8 HIGH TENSILE,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,8 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8
REFERENCE STD.:IS1364(PART 3)/ISO4032/DIN 934
NOMINAL DIAMETER:8 MM
PITCH: 1.25 MM
SURFACE FINISH: BLACK",,0096A0131,21-28 Days,,7318,18.00%,1,EA,EA,
,17.4146,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 70MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 70
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 70 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0013,21-28 Days,,7318,18.00%,1,EA,EA,
,19.4922,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 80MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 80
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 80 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0015,21-28 Days,,7318,18.00%,1,EA,EA,
,0.3528,NUT6,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,6 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8
REFERENCE STD.:IS1364(PART 3), ISO4032, DIN934
NOMINAL DIAMETER:6 MM
PITCH: 1 MM
SURFACE FINISH: BLACK",,0096A0130,21-28 Days,,7318,18.00%,1,EA,EA,
,42.5,"""+HEAD, HIGH TENSILE BOLT, 20MM, 100MM""","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 100 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0070,21-28 Days,,7318,18.00%,1,EA,EA,
,11.3386,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 40MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 40
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 40 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0007,21-28 Days,,7318,18.00%,1,EA,EA,
,21.4816,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 90 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0017,21-28 Days,,7318,18.00%,1,EA,EA,
,0.6958,M-16 SQUARE SECTION 'BBBB'SPRING WASHER,"Short Description :
SPRING WASHER M16
Technical Specification :
TYPE:SQURE SECTION SPRING WASHER
NOMINAL BOLT DIAMETER : 16 MM
REFERENCE STD. : ISS-6735/1972(DIN-7980) 02-INSPECTION DETAILS
08-Additional Specification
ACCEPTED MAKE: 'BBBB' BRAND FORBES GOKAK / WURTH / 'UNBRAKO' OF DEEPAK
FASTENER
MAKERS NAME & BRAND TO BE STATED.",,0103A0080,21-28 Days,,7318,18.00%,1,EA,EA,
,14.4648,"""-cXD, HIGH TENSILE BOLT, 16MM, 55MM""","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 55
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 55 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0010,21-28 Days,,7318,18.00%,1,EA,EA,
,72.85075,""";EX HEAD, HIGH TENSILE BOLT, 24MM, 100M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 100 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0017,21-28 Days,,7318,18.00%,1,EA,EA,
,35.54558,"""=HEX HEAD, HIGH TENSILE BOLT, 20MM, 75M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 75
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 75 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0065,21-28 Days,,7318,18.00%,1,EA,EA,
,31.31884,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 60MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 60
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 60 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0062,21-28 Days,,7318,18.00%,1,EA,EA,
,9.261,BOLT-NUT HEX HD MS 16 X 55 MM 4.6,"Short Description :
BOLT-NUT HEX HD MS 16 X 55 MM 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, METRIC THREAD
NOMINAL DIAMETER: 16 MM
LENGTH: 55 MM
PROPERTY CLASS:4.6
REFERENCE STD.: IS1363 (PART-I)
THREAD PITCH: 2.0 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090C0026,21-28 Days,,7318,18.00%,1,EA,EA,
,76.01615,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 110MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 110
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 110 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0018,21-28 Days,,7318,18.00%,1,EA,EA,
,31.67262,#N/A,#N/A,,0101F0063,21-28 Days,,,18.00%,1,EA,EA,
,59,"""WASHER PLAIN MS 5/8""""""","Short Description :
WASHER PLAIN MS 5/8""
Technical Specification :
TYPE:PLAIN WASHER, INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 5/8""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0007,21-28 Days,,7318,18.00%,1,EA,EA,
,12.2206,"/EX HEAD, HIGH TENSILE BOLT, 16MM, 45MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 45
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 45 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0008,21-28 Days,,7318,18.00%,1,EA,EA,
,27.10141,"""/EX HEAD, HIGH TENSILE BOLT, 20MM, 50MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 50
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 50 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0060,21-28 Days,,7318,18.00%,1,EA,EA,
,59.2704,"""WASHER PLAIN MS 3/4""""""","Short Description :
WASHER PLAIN MS 3/4""
Technical Specification :
TYPE:PLAIN WASHER,INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 3/4""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0008,21-28 Days,,7318,18.00%,1,EA,EA,
,25.4016,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 110M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 110
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 110 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0020,21-28 Days,,7318,18.00%,1,EA,EA,
,88.5332,"""/EX HEAD, HIGH TENSILE BOLT, 24MM, 130M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 130 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0021,21-28 Days,,7318,18.00%,1,EA,EA,
,1.88993,"""SOCKET HEAD,HIGH TENSILE SCREW6X20MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 6MM, 20MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:20mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:6mm",,0100D0026,21-28 Days,,7318,18.00%,1,EA,EA,
,67.2182,"""HEX HEAD, HIGH TENSILE BOLT, 24MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 90 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0015,21-28 Days,,7318,18.00%,1,EA,EA,
,40,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 85MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 85
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 85 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0067,21-28 Days,,7318,18.00%,1,EA,EA,
,26.04007,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 40MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 40
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 40 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0058,21-28 Days,,7318,18.00%,1,EA,EA,
,21.4816,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 85MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 85
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 85 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0016,21-28 Days,,7318,18.00%,1,EA,EA,
,27.79966,BOLT CSK HEAD HT FT 16 x 60 MM 12.9,"Short Description :
BOLT CSK HEAD HT FT 16 x 60 MM 12.9
Technical Specification :
TYPE:COUNTERSUNK SOCKET HEAD BOLT, METRIC THREAD
PROPERTY CLASS: 12.9
REFERENCE STD.:IS6761/ISO10642/DIN7991
NOMINAL DIAMETER: 16 MM
LENGTH: 60 MM
THREAD PITCH: 2.0 MM
THREAD LENGTH: FULLY THREADED
SURFACE FINISH: BLACK

PACKING INSTRUCTION: NONE",,0100A0161,21-28 Days,,7318,18.00%,1,EA,EA,
,10.5056,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 35MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 35
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 35 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0006,21-28 Days,,7318,18.00%,1,EA,EA,
,30.1252,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 130M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 130 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0023,21-28 Days,,7318,18.00%,1,EA,EA,
,5.8212,WASHER PLAIN HT 25 MM,"Short Description :
WASHER PLAIN HT 25 MM
Technical Specification :
TYPE:PLAIN WASHER,METRIC
HARDNESS:38-45 HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED:25 MM
REFERENCE STD.:IS2016/ISO7092/DIN125
WASHER ID:
WASHER OD:
WASHER THICKNESS:",,0103A0024,21-28 Days,,7318,18.00%,1,EA,EA,
,76.0578,NUTM36,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,36 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10
REFERENCE STD.:IS1364(PART 3)/ISO4032
NOMINAL DIAMETER:36 MM
PITCH: 4 MM
SURFACE FINISH: BLACK",,0096A0148,21-28 Days,,7318,18.00%,1,EA,EA,
,13.72294,BOLT CSK HEAD HT FT 12 x 50 MM 12.9,"Short Description :
BOLT CSK HEAD HT FT 12 x 50 MM 12.9
Technical Specification :
TYPE:COUNTERSUNK SOCKET HEAD BOLT, METRIC THREAD
PROPERTY CLASS: 12.9
REFERENCE STD.:IS6761/ISO10642/DIN7991
NOMINAL DIAMETER: 12 MM
LENGTH: 50 MM
THREAD PITCH: 1.5 MM
THREAD LENGTH: FULLY THREADED
SURFACE FINISH: BLACK

PACKING INSTRUCTION: NONE",,0100A0155,21-28 Days,,7318,18.00%,1,EA,EA,
,4.69224,"""SOCKET HEAD,HIGH TENSILE SCREW 10MM.,40","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 10MM, 40MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:40mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:10mm",,0100D0094,21-28 Days,,7318,18.00%,1,EA,EA,
,6.7963,"SOCKET HEAD,HIGH TENSILE SCREW6X60MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 6MM, 60MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:60mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:6mm",,0100D0035,21-28 Days,,7318,18.00%,1,EA,EA,
,62.99146,"""HEX HEAD, HIGH TENSILE BOLT, 24MM, 80MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 80
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 80 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0013,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"""BOLT-NUT HEX HD MS 5/8"""" X 2-1/2"""" 4.6""","Short Description :
BOLT-NUT HEX HD MS 5/8"" X 2-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 5/8""
LENGTH: 2-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 11 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0094,21-28 Days,,7318,18.00%,1,EA,EA,
,60.27,"""WASHER PLAIN MS 1""""""","Short Description :
WASHER PLAIN MS 1""
Technical Specification :
TYPE:PLAIN WASHER, INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 1""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0010,21-28 Days,,7318,18.00%,1,EA,EA,
,3.89158,"""SOCKET HEAD,HIGH TENSILE SCREW10X30MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 10MM, 30MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:30mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:10mm",,0100D0092,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"""BOLT-NUT HEX HD MS 5/8"""" X 2"""" 4.6""","Short Description :
BOLT-NUT HEX HD MS 5/8"" X 2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 5/8""
LENGTH: 2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 11 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0093,21-28 Days,,7318,18.00%,1,EA,EA,
,32.2224,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 140M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 140
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 140 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0024,21-28 Days,,7318,18.00%,1,EA,EA,
,4.9196,BOLT-NUT HEX HD MS 12 X 50 MM 4.6,"Short Description :
BOLT-NUT HEX HD MS 12 X 50 MM 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, METRIC THREAD
NOMINAL DIAMETER: 12 MM
LENGTH: 50 MM
PROPERTY CLASS:4.6
REFERENCE STD.: IS1363 (PART-I)
THREAD PITCH: 1.75 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION: NONE",,0090C0094,21-28 Days,,7318,18.00%,1,EA,EA,
,59.6428,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 150M","Short Description :
HEX HEAD, HIGH TENSILE BOLT, 20MM, 150MM
-
Technical Specification :
TYPE:HEX.HEAD, METRIC
LENGTH:150mm
PROPERTY CLASS:10.9
NOMINAL BOLT DIAMETER:20mm
REFERENCE STD.:IS1364(PART 1) HEX.HEAD BOLTS",,0101F0076,21-28 Days,,7318,18.00%,1,EA,EA,
,0.98,METRIC NUT 10 MM,"Short Description :
BLACK NUT,HEX.HEAD,METRIC,10 MM.
Technical Specification :
TYPE:HEX.HEAD,METRIC
PROPERTY CLASS : 4-IS 1363(PART 3)
REFERENCE STD. : IS 1363(PART 3)-HEX.NUTS
NOMINAL DIAMETER : 10 MM.
04-PACKING INSTRUCTIONS
TO BE SUPPLIED IN EACH BAGS CONTAINING 100NOS.",,0092A0024,21-28 Days,,7318,18.00%,1,EA,EA,
